generation    1.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.21662e-01  3.48122e-01  2.41253e-04  1.14398e+00  1.31476e+00  7.13185e-08  3.10000e+01  0.00000e+00 
   3.64745e-01  6.01634e-01  2.54666e-04  1.75869e+00  9.04094e-01  6.61587e-08  1.60000e+01  0.00000e+00 
   3.49442e-01  4.88312e-01  2.56560e-04  1.25556e+00  1.08506e+00  7.17359e-08  3.30000e+01  0.00000e+00 
   4.26572e-01  2.69412e-01  2.62001e-04  1.53395e+00  1.19942e+00  6.94960e-08  2.80000e+01  0.00000e+00 
   3.31795e-01  3.77175e-01  2.45259e-04  1.39059e+00  9.95539e-01  6.61924e-08  1.70000e+01  0.00000e+00 
   3.84563e-01  3.38821e-01  2.20970e-04  1.25585e+00  1.15519e+00  6.58921e-08  1.40000e+01  0.00000e+00 
   3.15678e-01  6.02880e-01  2.87140e-04  1.22967e+00  1.00053e+00  7.22439e-08  3.70000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  0.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  3.00000e+00  0.00000e+00 
   3.88093e-01  4.54835e-01  2.35301e-04  1.40010e+00  9.73483e-01  6.25471e-08  5.00000e+00  0.00000e+00 
   3.46893e-01  2.37920e-01  2.45081e-04  1.34323e+00  1.08847e+00  6.67605e-08  1.90000e+01  0.00000e+00 
   3.37928e-01  5.60235e-01  2.44497e-04  1.29100e+00  1.17639e+00  6.76723e-08  2.30000e+01  0.00000e+00 
   3.75084e-01  4.00334e-01  2.20416e-04  1.00887e+00  1.20042e+00  6.87557e-08  2.50000e+01  0.00000e+00 
   4.12447e-01  2.88168e-01  2.86251e-04  1.34610e+00  7.27531e-01  7.20515e-08  3.50000e+01  0.00000e+00 
   3.60543e-01  3.97625e-01  2.79577e-04  1.28784e+00  1.11509e+00  7.24256e-08  3.90000e+01  0.00000e+00 
   4.39869e-01  1.81874e-01  2.31775e-04  1.25664e+00  1.00582e+00  6.34097e-08  8.00000e+00  0.00000e+00 
   4.13794e-01  6.05069e-01  2.64531e-04  1.10748e+00  1.22179e+00  7.01194e-08  2.90000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  1.00000e+00  0.00000e+00 
   4.44433e-01  1.14266e-01  2.47274e-04  1.50676e+00  1.16572e+00  6.55557e-08  1.20000e+01  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  6.00000e+00  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  2.00000e+00  0.00000e+00 
   3.78901e-01  6.60404e-01  2.51378e-04  1.24682e+00  1.19875e+00  7.23514e-08  3.80000e+01  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  3.00000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.80000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  1.10000e+01  0.00000e+00 
                                                                                                  
generation    1.70000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   4.28504e-01  2.68344e-01  2.33880e-04  1.37472e+00  1.02896e+00  6.22891e-08  7.00000e+00  0.00000e+00 
   3.94652e-01  2.98311e-01  2.14337e-04  1.05067e+00  1.28762e+00  6.28525e-08  1.10000e+01  0.00000e+00 
   4.30581e-01  1.56091e-01  2.52232e-04  1.79953e+00  9.08857e-01  6.54375e-08  2.10000e+01  0.00000e+00 
   3.93142e-01  5.30317e-01  2.29518e-04  1.40850e+00  7.66783e-01  6.48800e-08  1.70000e+01  0.00000e+00 
   3.20369e-01  5.31745e-01  2.17555e-04  1.00953e+00  1.11510e+00  6.75065e-08  3.60000e+01  0.00000e+00 
   3.39571e-01  4.82124e-01  2.38671e-04  1.26682e+00  1.09904e+00  6.59122e-08  2.50000e+01  0.00000e+00 
   3.80443e-01  2.48805e-01  2.18060e-04  1.04101e+00  1.00369e+00  6.61016e-08  2.70000e+01  0.00000e+00 
   3.10115e-01  2.36571e-01  2.13683e-04  9.64693e-01  7.78912e-01  6.73563e-08  3.50000e+01  0.00000e+00 
   3.94214e-01  5.10014e-01  2.50381e-04  1.70606e+00  1.11572e+00  6.51132e-08  1.90000e+01  0.00000e+00 
   3.14245e-01  6.40677e-01  2.54666e-04  1.63520e+00  9.22371e-01  6.65869e-08  3.10000e+01  0.00000e+00 
   3.91654e-01  6.93196e-01  2.39014e-04  1.51959e+00  1.14926e+00  6.27860e-08  1.00000e+01  0.00000e+00 
   4.10745e-01  3.88174e-01  2.06100e-04  1.26348e+00  1.20288e+00  6.05610e-08  3.00000e+00  0.00000e+00 
   3.52876e-01  1.19817e-01  2.35332e-04  1.68118e+00  1.35650e+00  6.36614e-08  1.50000e+01  0.00000e+00 
   3.58983e-01  2.22912e-01  2.11380e-04  1.17475e+00  1.05242e+00  6.52507e-08  2.00000e+01  0.00000e+00 
   4.19145e-01  1.25146e-01  2.10789e-04  1.03939e+00  9.11816e-01  6.17698e-08  5.00000e+00  0.00000e+00 
   3.43615e-01  5.23327e-01  2.44829e-04  1.43918e+00  1.14926e+00  6.56606e-08  2.30000e+01  0.00000e+00 
   3.64206e-01  2.81431e-01  2.03059e-04  1.12571e+00  7.97786e-01  6.21696e-08  6.00000e+00  0.00000e+00 
   4.29120e-01  3.62373e-01  2.54473e-04  1.51735e+00  9.73804e-01  6.75114e-08  3.70000e+01  0.00000e+00 
   3.88661e-01  4.20024e-01  2.16842e-04  1.00416e+00  1.35297e+00  6.72510e-08  3.40000e+01  0.00000e+00 
   4.03768e-01  5.92311e-01  2.24749e-04  1.19800e+00  1.22136e+00  6.46364e-08  1.60000e+01  0.00000e+00 
   3.52781e-01  2.17662e-01  2.16863e-04  1.08200e+00  1.11424e+00  6.30340e-08  1.20000e+01  0.00000e+00 
   4.37130e-01  2.22438e-01  2.22476e-04  1.19959e+00  9.09875e-01  6.35873e-08  1.40000e+01  0.00000e+00 
   3.04181e-01  5.60762e-01  2.01797e-04  9.25780e-01  1.02263e+00  6.79062e-08  3.90000e+01  0.00000e+00 
   3.43583e-01  2.32693e-01  2.14337e-04  1.12879e+00  8.17896e-01  6.68254e-08  3.30000e+01  0.00000e+00 
   3.37928e-01  5.81392e-01  2.49705e-04  1.51844e+00  8.31616e-01  6.59218e-08  2.60000e+01  0.00000e+00 
   3.64745e-01  6.01634e-01  2.54666e-04  1.75869e+00  9.04094e-01  6.61587e-08  2.80000e+01  0.00000e+00 
   3.31795e-01  3.77175e-01  2.45259e-04  1.39059e+00  9.95539e-01  6.61924e-08  2.90000e+01  0.00000e+00 
   3.84563e-01  3.38821e-01  2.20970e-04  1.25585e+00  1.15519e+00  6.58921e-08  2.40000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  0.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  4.00000e+00  0.00000e+00 
   3.88093e-01  4.54835e-01  2.35301e-04  1.40010e+00  9.73483e-01  6.25471e-08  8.00000e+00  0.00000e+00 
   3.46893e-01  2.37920e-01  2.45081e-04  1.34323e+00  1.08847e+00  6.67605e-08  3.20000e+01  0.00000e+00 
   3.37928e-01  5.60235e-01  2.44497e-04  1.29100e+00  1.17639e+00  6.76723e-08  3.80000e+01  0.00000e+00 
   4.39869e-01  1.81874e-01  2.31775e-04  1.25664e+00  1.00582e+00  6.34097e-08  1.30000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  1.00000e+00  0.00000e+00 
   4.44433e-01  1.14266e-01  2.47274e-04  1.50676e+00  1.16572e+00  6.55557e-08  2.20000e+01  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  9.00000e+00  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  2.00000e+00  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  3.00000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  1.80000e+01  0.00000e+00 
                                                                                                  
generation    1.80000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   4.19145e-01  5.53498e-01  2.10789e-04  1.03939e+00  7.27864e-01  6.17698e-08  1.20000e+01  0.00000e+00 
   3.51515e-01  2.22912e-01  2.11380e-04  1.38554e+00  1.04204e+00  5.84506e-08  1.00000e+00  0.00000e+00 
   4.39286e-01  2.72812e-01  2.26913e-04  1.50697e+00  9.70919e-01  6.20451e-08  1.40000e+01  0.00000e+00 
   3.24526e-01  5.45213e-01  2.15356e-04  1.11109e+00  1.18738e+00  6.16601e-08  1.10000e+01  0.00000e+00 
   3.73158e-01  2.30713e-01  2.12803e-04  1.34923e+00  8.81893e-01  5.93252e-08  3.00000e+00  0.00000e+00 
   3.98683e-01  3.60326e-01  2.24283e-04  1.38187e+00  9.33006e-01  6.33443e-08  2.40000e+01  0.00000e+00 
   3.92256e-01  3.46996e-01  2.15339e-04  1.03206e+00  1.31376e+00  6.52802e-08  3.50000e+01  0.00000e+00 
   3.64559e-01  5.10014e-01  2.23977e-04  1.50619e+00  1.37559e+00  6.10537e-08  9.00000e+00  0.00000e+00 
   3.94886e-01  1.36120e-01  2.20123e-04  1.17568e+00  7.12622e-01  6.25018e-08  1.70000e+01  0.00000e+00 
   3.29337e-01  4.35960e-01  2.09274e-04  1.28784e+00  1.11197e+00  6.01332e-08  6.00000e+00  0.00000e+00 
   4.12447e-01  5.37677e-01  2.12196e-04  1.34610e+00  1.08857e+00  5.92885e-08  2.00000e+00  0.00000e+00 
   3.45023e-01  4.71796e-01  2.45239e-04  1.43287e+00  1.14490e+00  6.58262e-08  3.90000e+01  0.00000e+00 
   3.40541e-01  4.01382e-01  2.22210e-04  1.49560e+00  1.10174e+00  6.05164e-08  7.00000e+00  0.00000e+00 
   4.21072e-01  2.16774e-01  2.13104e-04  1.21173e+00  9.20115e-01  6.37072e-08  2.80000e+01  0.00000e+00 
   3.58714e-01  2.54021e-01  2.40721e-04  1.42549e+00  1.06428e+00  6.45351e-08  2.90000e+01  0.00000e+00 
   4.10205e-01  1.58586e-01  2.23399e-04  1.41079e+00  7.09719e-01  6.25693e-08  1.90000e+01  0.00000e+00 
   4.28504e-01  2.68344e-01  2.33880e-04  1.37472e+00  1.02896e+00  6.22891e-08  1.60000e+01  0.00000e+00 
   3.94652e-01  2.98311e-01  2.14337e-04  1.05067e+00  1.28762e+00  6.28525e-08  2.20000e+01  0.00000e+00 
   4.30581e-01  1.56091e-01  2.52232e-04  1.79953e+00  9.08857e-01  6.54375e-08  3.60000e+01  0.00000e+00 
   3.93142e-01  5.30317e-01  2.29518e-04  1.40850e+00  7.66783e-01  6.48800e-08  3.10000e+01  0.00000e+00 
   3.94214e-01  5.10014e-01  2.50381e-04  1.70606e+00  1.11572e+00  6.51132e-08  3.30000e+01  0.00000e+00 
   3.91654e-01  6.93196e-01  2.39014e-04  1.51959e+00  1.14926e+00  6.27860e-08  2.10000e+01  0.00000e+00 
   4.10745e-01  3.88174e-01  2.06100e-04  1.26348e+00  1.20288e+00  6.05610e-08  8.00000e+00  0.00000e+00 
   3.52876e-01  1.19817e-01  2.35332e-04  1.68118e+00  1.35650e+00  6.36614e-08  2.70000e+01  0.00000e+00 
   3.58983e-01  2.22912e-01  2.11380e-04  1.17475e+00  1.05242e+00  6.52507e-08  3.40000e+01  0.00000e+00 
   4.19145e-01  1.25146e-01  2.10789e-04  1.03939e+00  9.11816e-01  6.17698e-08  1.30000e+01  0.00000e+00 
   3.43615e-01  5.23327e-01  2.44829e-04  1.43918e+00  1.14926e+00  6.56606e-08  3.80000e+01  0.00000e+00 
   3.64206e-01  2.81431e-01  2.03059e-04  1.12571e+00  7.97786e-01  6.21696e-08  1.50000e+01  0.00000e+00 
   4.03768e-01  5.92311e-01  2.24749e-04  1.19800e+00  1.22136e+00  6.46364e-08  3.00000e+01  0.00000e+00 
   3.52781e-01  2.17662e-01  2.16863e-04  1.08200e+00  1.11424e+00  6.30340e-08  2.30000e+01  0.00000e+00 
   4.37130e-01  2.22438e-01  2.22476e-04  1.19959e+00  9.09875e-01  6.35873e-08  2.60000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  0.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  1.00000e+01  0.00000e+00 
   3.88093e-01  4.54835e-01  2.35301e-04  1.40010e+00  9.73483e-01  6.25471e-08  1.80000e+01  0.00000e+00 
   4.39869e-01  1.81874e-01  2.31775e-04  1.25664e+00  1.00582e+00  6.34097e-08  2.50000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  4.00000e+00  0.00000e+00 
   4.44433e-01  1.14266e-01  2.47274e-04  1.50676e+00  1.16572e+00  6.55557e-08  3.70000e+01  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  2.00000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  5.00000e+00  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  3.20000e+01  0.00000e+00 
                                                                                                  
generation    1.90000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.74001e-01  6.74358e-01  2.25677e-04  1.56010e+00  1.13802e+00  6.09760e-08  1.60000e+01  0.00000e+00 
   3.85462e-01  6.34521e-01  2.17342e-04  1.41776e+00  7.71636e-01  5.98029e-08  9.00000e+00  0.00000e+00 
   4.14255e-01  4.50847e-01  2.06163e-04  1.49560e+00  8.92361e-01  6.04080e-08  1.30000e+01  0.00000e+00 
   4.12688e-01  1.98586e-01  2.11380e-04  1.66735e+00  1.05815e+00  6.00170e-08  1.10000e+01  0.00000e+00 
   4.00170e-01  6.78785e-01  2.20293e-04  1.55159e+00  1.10128e+00  5.90663e-08  5.00000e+00  0.00000e+00 
   3.79327e-01  1.56230e-01  2.14433e-04  1.06495e+00  1.03327e+00  6.26139e-08  3.40000e+01  0.00000e+00 
   3.56056e-01  5.28903e-01  2.18238e-04  1.31549e+00  9.40180e-01  6.26046e-08  3.20000e+01  0.00000e+00 
   3.43828e-01  4.03738e-01  2.00964e-04  1.57811e+00  7.28671e-01  5.85313e-08  3.00000e+00  0.00000e+00 
   3.88102e-01  4.31122e-01  2.26705e-04  1.54296e+00  1.05179e+00  6.14308e-08  1.80000e+01  0.00000e+00 
   3.78328e-01  1.25146e-01  2.06169e-04  1.29449e+00  1.01517e+00  5.85425e-08  4.00000e+00  0.00000e+00 
   3.95790e-01  5.05319e-01  2.03686e-04  1.41573e+00  7.53990e-01  5.59193e-08  0.00000e+00  0.00000e+00 
   3.76242e-01  1.81874e-01  2.32614e-04  1.35681e+00  7.79285e-01  6.23434e-08  2.70000e+01  0.00000e+00 
   4.04954e-01  3.37103e-01  2.23137e-04  1.41259e+00  1.07622e+00  6.24205e-08  2.80000e+01  0.00000e+00 
   3.68339e-01  2.96198e-01  2.20488e-04  1.39357e+00  9.11251e-01  6.14710e-08  2.00000e+01  0.00000e+00 
   4.26035e-01  6.40677e-01  2.33358e-04  1.35138e+00  1.06097e+00  6.26054e-08  3.30000e+01  0.00000e+00 
   4.19145e-01  5.53498e-01  2.10789e-04  1.03939e+00  7.27864e-01  6.17698e-08  2.20000e+01  0.00000e+00 
   3.51515e-01  2.22912e-01  2.11380e-04  1.38554e+00  1.04204e+00  5.84506e-08  2.00000e+00  0.00000e+00 
   4.39286e-01  2.72812e-01  2.26913e-04  1.50697e+00  9.70919e-01  6.20451e-08  2.40000e+01  0.00000e+00 
   3.24526e-01  5.45213e-01  2.15356e-04  1.11109e+00  1.18738e+00  6.16601e-08  2.10000e+01  0.00000e+00 
   3.73158e-01  2.30713e-01  2.12803e-04  1.34923e+00  8.81893e-01  5.93252e-08  7.00000e+00  0.00000e+00 
   3.98683e-01  3.60326e-01  2.24283e-04  1.38187e+00  9.33006e-01  6.33443e-08  3.90000e+01  0.00000e+00 
   3.64559e-01  5.10014e-01  2.23977e-04  1.50619e+00  1.37559e+00  6.10537e-08  1.70000e+01  0.00000e+00 
   3.94886e-01  1.36120e-01  2.20123e-04  1.17568e+00  7.12622e-01  6.25018e-08  2.90000e+01  0.00000e+00 
   3.29337e-01  4.35960e-01  2.09274e-04  1.28784e+00  1.11197e+00  6.01332e-08  1.20000e+01  0.00000e+00 
   4.12447e-01  5.37677e-01  2.12196e-04  1.34610e+00  1.08857e+00  5.92885e-08  6.00000e+00  0.00000e+00 
   3.40541e-01  4.01382e-01  2.22210e-04  1.49560e+00  1.10174e+00  6.05164e-08  1.40000e+01  0.00000e+00 
   4.10205e-01  1.58586e-01  2.23399e-04  1.41079e+00  7.09719e-01  6.25693e-08  3.10000e+01  0.00000e+00 
   4.28504e-01  2.68344e-01  2.33880e-04  1.37472e+00  1.02896e+00  6.22891e-08  2.60000e+01  0.00000e+00 
   3.94652e-01  2.98311e-01  2.14337e-04  1.05067e+00  1.28762e+00  6.28525e-08  3.70000e+01  0.00000e+00 
   3.91654e-01  6.93196e-01  2.39014e-04  1.51959e+00  1.14926e+00  6.27860e-08  3.60000e+01  0.00000e+00 
   4.10745e-01  3.88174e-01  2.06100e-04  1.26348e+00  1.20288e+00  6.05610e-08  1.50000e+01  0.00000e+00 
   4.19145e-01  1.25146e-01  2.10789e-04  1.03939e+00  9.11816e-01  6.17698e-08  2.30000e+01  0.00000e+00 
   3.64206e-01  2.81431e-01  2.03059e-04  1.12571e+00  7.97786e-01  6.21696e-08  2.50000e+01  0.00000e+00 
   3.52781e-01  2.17662e-01  2.16863e-04  1.08200e+00  1.11424e+00  6.30340e-08  3.80000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  1.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  1.90000e+01  0.00000e+00 
   3.88093e-01  4.54835e-01  2.35301e-04  1.40010e+00  9.73483e-01  6.25471e-08  3.00000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  8.00000e+00  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  3.50000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  1.00000e+01  0.00000e+00 
                                                                                                  
generation    2.00000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.71634e-01  1.84063e-01  2.05131e-04  1.30663e+00  8.40909e-01  5.81711e-08  4.00000e+00  0.00000e+00 
   3.88352e-01  4.64316e-01  2.21885e-04  1.58251e+00  1.20547e+00  5.93466e-08  1.10000e+01  0.00000e+00 
   3.68577e-01  2.74407e-01  2.12196e-04  1.33373e+00  9.24731e-01  5.99541e-08  1.50000e+01  0.00000e+00 
   3.94126e-01  1.39271e-01  2.16834e-04  1.35781e+00  1.17921e+00  6.09207e-08  2.70000e+01  0.00000e+00 
   3.58856e-01  5.07417e-01  2.10822e-04  1.48226e+00  9.44377e-01  5.70055e-08  1.00000e+00  0.00000e+00 
   3.63305e-01  4.54048e-01  2.21892e-04  1.51123e+00  8.64495e-01  6.02409e-08  2.10000e+01  0.00000e+00 
   4.05207e-01  1.25146e-01  2.16043e-04  1.34092e+00  1.05888e+00  6.07548e-08  2.60000e+01  0.00000e+00 
   4.10412e-01  6.40677e-01  2.07045e-04  1.18037e+00  1.06097e+00  6.12713e-08  3.10000e+01  0.00000e+00 
   4.43673e-01  2.77410e-01  2.24053e-04  1.57488e+00  7.48703e-01  6.01167e-08  1.80000e+01  0.00000e+00 
   3.34269e-01  1.79571e-01  2.38345e-04  1.63758e+00  9.01247e-01  6.20594e-08  3.90000e+01  0.00000e+00 
   3.74939e-01  4.24643e-01  2.15050e-04  1.33337e+00  7.13665e-01  6.10973e-08  3.00000e+01  0.00000e+00 
   4.18021e-01  4.01382e-01  2.12825e-04  1.32205e+00  7.47102e-01  6.03120e-08  2.20000e+01  0.00000e+00 
   3.80613e-01  6.25622e-01  2.07964e-04  1.38307e+00  1.17288e+00  5.74234e-08  3.00000e+00  0.00000e+00 
   3.90961e-01  2.34576e-01  2.11163e-04  1.29005e+00  8.83155e-01  6.01665e-08  2.00000e+01  0.00000e+00 
   3.67435e-01  5.34403e-01  2.03676e-04  1.56345e+00  1.07761e+00  5.98625e-08  1.40000e+01  0.00000e+00 
   3.74001e-01  6.74358e-01  2.25677e-04  1.56010e+00  1.13802e+00  6.09760e-08  2.80000e+01  0.00000e+00 
   3.85462e-01  6.34521e-01  2.17342e-04  1.41776e+00  7.71636e-01  5.98029e-08  1.30000e+01  0.00000e+00 
   4.14255e-01  4.50847e-01  2.06163e-04  1.49560e+00  8.92361e-01  6.04080e-08  2.30000e+01  0.00000e+00 
   4.12688e-01  1.98586e-01  2.11380e-04  1.66735e+00  1.05815e+00  6.00170e-08  1.70000e+01  0.00000e+00 
   4.00170e-01  6.78785e-01  2.20293e-04  1.55159e+00  1.10128e+00  5.90663e-08  8.00000e+00  0.00000e+00 
   3.43828e-01  4.03738e-01  2.00964e-04  1.57811e+00  7.28671e-01  5.85313e-08  6.00000e+00  0.00000e+00 
   3.88102e-01  4.31122e-01  2.26705e-04  1.54296e+00  1.05179e+00  6.14308e-08  3.20000e+01  0.00000e+00 
   3.78328e-01  1.25146e-01  2.06169e-04  1.29449e+00  1.01517e+00  5.85425e-08  7.00000e+00  0.00000e+00 
   3.95790e-01  5.05319e-01  2.03686e-04  1.41573e+00  7.53990e-01  5.59193e-08  0.00000e+00  0.00000e+00 
   3.68339e-01  2.96198e-01  2.20488e-04  1.39357e+00  9.11251e-01  6.14710e-08  3.40000e+01  0.00000e+00 
   4.19145e-01  5.53498e-01  2.10789e-04  1.03939e+00  7.27864e-01  6.17698e-08  3.60000e+01  0.00000e+00 
   3.51515e-01  2.22912e-01  2.11380e-04  1.38554e+00  1.04204e+00  5.84506e-08  5.00000e+00  0.00000e+00 
   4.39286e-01  2.72812e-01  2.26913e-04  1.50697e+00  9.70919e-01  6.20451e-08  3.80000e+01  0.00000e+00 
   3.24526e-01  5.45213e-01  2.15356e-04  1.11109e+00  1.18738e+00  6.16601e-08  3.50000e+01  0.00000e+00 
   3.73158e-01  2.30713e-01  2.12803e-04  1.34923e+00  8.81893e-01  5.93252e-08  1.00000e+01  0.00000e+00 
   3.64559e-01  5.10014e-01  2.23977e-04  1.50619e+00  1.37559e+00  6.10537e-08  2.90000e+01  0.00000e+00 
   3.29337e-01  4.35960e-01  2.09274e-04  1.28784e+00  1.11197e+00  6.01332e-08  1.90000e+01  0.00000e+00 
   4.12447e-01  5.37677e-01  2.12196e-04  1.34610e+00  1.08857e+00  5.92885e-08  9.00000e+00  0.00000e+00 
   3.40541e-01  4.01382e-01  2.22210e-04  1.49560e+00  1.10174e+00  6.05164e-08  2.40000e+01  0.00000e+00 
   4.10745e-01  3.88174e-01  2.06100e-04  1.26348e+00  1.20288e+00  6.05610e-08  2.50000e+01  0.00000e+00 
   4.19145e-01  1.25146e-01  2.10789e-04  1.03939e+00  9.11816e-01  6.17698e-08  3.70000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  2.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  3.30000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  1.20000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  1.60000e+01  0.00000e+00 
                                                                                                  
generation    2.10000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   4.30828e-01  3.72921e-01  2.18451e-04  1.70395e+00  1.15657e+00  6.00222e-08  2.90000e+01  0.00000e+00 
   4.27222e-01  3.90956e-01  2.18229e-04  1.56578e+00  7.66735e-01  5.83502e-08  9.00000e+00  0.00000e+00 
   4.36110e-01  5.08492e-01  2.09358e-04  1.32205e+00  1.16788e+00  5.92862e-08  1.70000e+01  0.00000e+00 
   3.41763e-01  3.39582e-01  2.25301e-04  1.59504e+00  1.11830e+00  6.04881e-08  3.70000e+01  0.00000e+00 
   3.15032e-01  5.00440e-01  2.01197e-04  1.33530e+00  7.01645e-01  5.69605e-08  2.00000e+00  0.00000e+00 
   4.07711e-01  4.35960e-01  2.04471e-04  1.19012e+00  1.26986e+00  5.98946e-08  2.50000e+01  0.00000e+00 
   4.16879e-01  4.54590e-01  2.09165e-04  1.40717e+00  1.05964e+00  5.75456e-08  6.00000e+00  0.00000e+00 
   3.85462e-01  2.19042e-01  2.17342e-04  1.47083e+00  1.22605e+00  5.91552e-08  1.60000e+01  0.00000e+00 
   3.45784e-01  4.78348e-01  2.18030e-04  1.51447e+00  1.16967e+00  5.89038e-08  1.30000e+01  0.00000e+00 
   3.65094e-01  3.87556e-01  2.13765e-04  1.39843e+00  9.33881e-01  5.89949e-08  1.40000e+01  0.00000e+00 
   3.62573e-01  5.01956e-01  2.12493e-04  1.40630e+00  7.22184e-01  5.82087e-08  8.00000e+00  0.00000e+00 
   4.06299e-01  5.64557e-01  2.16415e-04  1.37378e+00  1.30353e+00  6.04498e-08  3.60000e+01  0.00000e+00 
   3.83702e-01  4.31726e-01  2.10789e-04  1.31527e+00  8.90399e-01  5.97136e-08  2.20000e+01  0.00000e+00 
   3.36583e-01  5.70330e-01  2.00269e-04  1.37873e+00  1.18865e+00  5.56445e-08  0.00000e+00  0.00000e+00 
   3.71634e-01  1.84063e-01  2.05131e-04  1.30663e+00  8.40909e-01  5.81711e-08  7.00000e+00  0.00000e+00 
   3.88352e-01  4.64316e-01  2.21885e-04  1.58251e+00  1.20547e+00  5.93466e-08  2.00000e+01  0.00000e+00 
   3.68577e-01  2.74407e-01  2.12196e-04  1.33373e+00  9.24731e-01  5.99541e-08  2.60000e+01  0.00000e+00 
   3.58856e-01  5.07417e-01  2.10822e-04  1.48226e+00  9.44377e-01  5.70055e-08  3.00000e+00  0.00000e+00 
   3.63305e-01  4.54048e-01  2.21892e-04  1.51123e+00  8.64495e-01  6.02409e-08  3.30000e+01  0.00000e+00 
   4.43673e-01  2.77410e-01  2.24053e-04  1.57488e+00  7.48703e-01  6.01167e-08  3.00000e+01  0.00000e+00 
   4.18021e-01  4.01382e-01  2.12825e-04  1.32205e+00  7.47102e-01  6.03120e-08  3.40000e+01  0.00000e+00 
