       time        avgz        avgy        avgx        avgG      avgfEz      avgfEy      avgfEx      avgfBx      avgfBy      avgfBz        stdx        stdy        stdz    nemixrms    nemiyrms    nemirrms        stdG        rmax 
 5.290e-09  1.302e+00 -4.684e-07 -1.178e-06  1.880e+00 -1.062e-01  5.618e+00  3.732e+00 -1.587e-08  1.054e-08 -3.610e-14  3.516e-03  3.506e-03  1.034e-01  2.567e-06  2.435e-06  2.500e-06  4.600e-03  1.201e-02 
 5.310e-09  1.307e+00 -4.764e-07 -1.195e-06  1.880e+00  1.629e-01  4.060e+00  1.702e+00 -1.147e-08  4.809e-09 -3.057e-14  3.554e-03  3.543e-03  1.034e-01  2.606e-06  2.472e-06  2.538e-06  4.611e-03  1.210e-02 
 5.330e-09  1.312e+00 -4.845e-07 -1.212e-06  1.880e+00  1.631e-01  4.158e+00  1.678e+00 -1.174e-08  4.741e-09 -3.159e-14  3.592e-03  3.581e-03  1.034e-01  2.646e-06  2.510e-06  2.577e-06  4.622e-03  1.220e-02 
 5.350e-09  1.317e+00 -4.926e-07 -1.229e-06  1.880e+00  1.735e-01  1.869e+00  4.289e+00 -5.279e-09  1.211e-08  1.963e-15  3.630e-03  3.619e-03  1.034e-01  2.686e-06  2.548e-06  2.616e-06  4.634e-03  1.229e-02 
 5.370e-09  1.322e+00 -5.007e-07 -1.246e-06  1.880e+00  1.638e-01  3.928e+00  1.551e+00 -1.109e-08  4.380e-09 -3.010e-14  3.668e-03  3.658e-03  1.034e-01  2.726e-06  2.586e-06  2.655e-06  4.645e-03  1.238e-02 
 5.390e-09  1.327e+00 -5.089e-07 -1.264e-06  1.880e+00  1.638e-01  3.681e+00  1.093e+00 -1.040e-08  3.087e-09 -2.985e-14  3.707e-03  3.696e-03  1.034e-01  2.767e-06  2.625e-06  2.695e-06  4.656e-03  1.248e-02 
 5.410e-09  1.332e+00 -5.172e-07 -1.281e-06  1.880e+00  1.644e-01  3.655e+00  1.267e+00 -1.032e-08  3.578e-09 -2.883e-14  3.745e-03  3.735e-03  1.034e-01  2.807e-06  2.664e-06  2.734e-06  4.668e-03  1.257e-02 
 5.430e-09  1.337e+00 -5.254e-07 -1.298e-06  1.880e+00  1.622e-01  4.194e+00  1.238e+00 -1.185e-08  3.497e-09 -3.410e-14  3.784e-03  3.773e-03  1.034e-01  2.848e-06  2.703e-06  2.774e-06  4.679e-03  1.267e-02 
 5.450e-09  1.342e+00 -5.337e-07 -1.315e-06  1.880e+00  1.618e-01  4.219e+00  1.196e+00 -1.192e-08  3.378e-09 -3.456e-14  3.823e-03  3.812e-03  1.034e-01  2.890e-06  2.742e-06  2.815e-06  4.690e-03  1.276e-02 
 5.470e-09  1.347e+00 -5.421e-07 -1.333e-06  1.880e+00  2.168e-01  8.140e+00  1.528e+01 -2.299e-08  4.316e-08 -5.415e-15  3.862e-03  3.851e-03  1.034e-01  2.931e-06  2.782e-06  2.855e-06  4.701e-03  1.286e-02 
 5.490e-09  1.352e+00 -5.506e-07 -1.350e-06  1.880e+00  1.607e-01  4.802e+00  6.414e+00 -1.356e-08  1.812e-08 -1.547e-14  3.902e-03  3.891e-03  1.034e-01  2.973e-06  2.821e-06  2.896e-06  4.712e-03  1.295e-02 
 5.510e-09  1.358e+00 -5.591e-07 -1.368e-06  1.880e+00  1.601e-01  4.763e+00  6.063e+00 -1.345e-08  1.712e-08 -1.676e-14  3.941e-03  3.930e-03  1.034e-01  3.014e-06  2.861e-06  2.937e-06  4.723e-03  1.305e-02 
 5.530e-09  1.363e+00 -5.676e-07 -1.385e-06  1.880e+00  1.764e-01  6.288e+00  7.239e+00 -1.776e-08  2.045e-08 -2.588e-14  3.981e-03  3.970e-03  1.034e-01  3.056e-06  2.902e-06  2.978e-06  4.734e-03  1.314e-02 
 5.550e-09  1.368e+00 -5.762e-07 -1.403e-06  1.880e+00  1.811e-01  9.506e+00  7.894e+00 -2.685e-08  2.230e-08 -5.399e-14  4.020e-03  4.009e-03  1.034e-01  3.098e-06  2.942e-06  3.019e-06  4.745e-03  1.324e-02 
 5.570e-09  1.373e+00 -5.849e-07 -1.421e-06  1.880e+00  1.810e-01  6.660e+00  7.223e+00 -1.881e-08  2.040e-08 -2.967e-14  4.060e-03  4.049e-03  1.034e-01  3.140e-06  2.982e-06  3.060e-06  4.756e-03  1.333e-02 
 5.590e-09  1.378e+00 -5.936e-07 -1.438e-06  1.880e+00  1.575e-01  4.648e+00  5.916e+00 -1.313e-08  1.671e-08 -1.646e-14  4.100e-03  4.089e-03  1.034e-01  3.183e-06  3.023e-06  3.102e-06  4.767e-03  1.343e-02 
 5.610e-09  1.383e+00 -6.023e-07 -1.456e-06  1.880e+00  1.582e-01 -6.428e-01  6.133e-01  1.816e-09  1.732e-09  9.324e-15  4.141e-03  4.130e-03  1.034e-01  3.225e-06  3.064e-06  3.143e-06  4.778e-03  1.352e-02 
 5.630e-09  1.388e+00 -6.110e-07 -1.474e-06  1.880e+00  1.583e-01 -5.990e-01  4.641e-01  1.692e-09  1.311e-09  8.159e-15  4.181e-03  4.170e-03  1.034e-01  3.267e-06  3.104e-06  3.185e-06  4.789e-03  1.362e-02 
 5.650e-09  1.393e+00 -6.198e-07 -1.492e-06  1.880e+00  1.590e-01  3.325e+00  3.865e-01 -9.392e-09  1.092e-09 -3.081e-14  4.222e-03  4.211e-03  1.034e-01  3.310e-06  3.145e-06  3.226e-06  4.799e-03  1.372e-02 
 5.670e-09  1.398e+00 -6.285e-07 -1.510e-06  1.880e+00  1.583e-01  3.423e+00  4.464e+00 -9.669e-09  1.261e-08 -1.167e-14  4.262e-03  4.251e-03  1.034e-01  3.352e-06  3.186e-06  3.268e-06  4.810e-03  1.381e-02 
 5.690e-09  1.403e+00 -6.373e-07 -1.528e-06  1.880e+00  1.791e-01  4.858e+00  7.158e+00 -1.372e-08  2.022e-08 -1.250e-14  4.303e-03  4.292e-03  1.034e-01  3.395e-06  3.227e-06  3.310e-06  4.821e-03  1.391e-02 
 5.710e-09  1.408e+00 -6.462e-07 -1.546e-06  1.880e+00  1.880e-01  2.522e+00  7.192e+00 -7.123e-09  2.031e-08  1.084e-14  4.344e-03  4.333e-03  1.034e-01  3.438e-06  3.268e-06  3.352e-06  4.831e-03  1.400e-02 
 5.730e-09  1.413e+00 -6.551e-07 -1.564e-06  1.880e+00  1.516e-01  3.564e+00  4.416e+00 -1.007e-08  1.247e-08 -1.332e-14  4.386e-03  4.374e-03  1.034e-01  3.480e-06  3.310e-06  3.394e-06  4.842e-03  1.410e-02 
 5.750e-09  1.418e+00 -6.640e-07 -1.582e-06  1.880e+00  1.595e-01  2.891e+00  3.268e+00 -8.165e-09  9.231e-09 -1.237e-14  4.427e-03  4.415e-03  1.034e-01  3.523e-06  3.351e-06  3.436e-06  4.852e-03  1.420e-02 
 5.770e-09  1.424e+00 -6.729e-07 -1.600e-06  1.880e+00  1.553e-01  4.356e+00  4.045e+00 -1.230e-08  1.143e-08 -2.310e-14  4.468e-03  4.457e-03  1.034e-01  3.566e-06  3.392e-06  3.478e-06  4.863e-03  1.429e-02 
 5.790e-09  1.429e+00 -6.819e-07 -1.618e-06  1.880e+00  1.471e-01  3.555e+00  4.198e+00 -1.004e-08  1.186e-08 -1.434e-14  4.510e-03  4.498e-03  1.034e-01  3.609e-06  3.433e-06  3.520e-06  4.873e-03  1.439e-02 
 5.810e-09  1.434e+00 -6.909e-07 -1.636e-06  1.880e+00  1.532e-01  3.333e+00  4.053e+00 -9.413e-09  1.145e-08 -1.285e-14  4.552e-03  4.540e-03  1.034e-01  3.651e-06  3.475e-06  3.562e-06  4.883e-03  1.448e-02 
 5.830e-09  1.439e+00 -7.000e-07 -1.655e-06  1.880e+00  1.517e-01  3.373e+00  4.066e+00 -9.528e-09  1.148e-08 -1.321e-14  4.594e-03  4.582e-03  1.034e-01  3.694e-06  3.516e-06  3.604e-06  4.894e-03  1.458e-02 
 5.850e-09  1.444e+00 -7.090e-07 -1.673e-06  1.880e+00  1.514e-01  3.329e+00  3.973e+00 -9.402e-09  1.122e-08 -1.325e-14  4.636e-03  4.624e-03  1.035e-01  3.737e-06  3.557e-06  3.646e-06  4.904e-03  1.468e-02 
 5.870e-09  1.449e+00 -7.182e-07 -1.691e-06  1.880e+00  1.727e-01  2.487e+00  6.121e-01 -7.026e-09  1.729e-09 -2.200e-14  4.678e-03  4.666e-03  1.035e-01  3.780e-06  3.598e-06  3.688e-06  4.915e-03  1.477e-02 
 5.890e-09  1.454e+00 -7.273e-07 -1.710e-06  1.880e+00  1.513e-01 -7.339e-01  7.205e-02  2.073e-09  2.035e-10  7.787e-15  4.720e-03  4.708e-03  1.035e-01  3.822e-06  3.640e-06  3.730e-06  4.925e-03  1.487e-02 
 5.910e-09  1.459e+00 -7.364e-07 -1.728e-06  1.880e+00  1.706e-01 -4.896e-01  2.147e+00  1.383e-09  6.065e-09  1.595e-14  4.762e-03  4.751e-03  1.035e-01  3.865e-06  3.681e-06  3.772e-06  4.935e-03  1.497e-02 
 5.930e-09  1.464e+00 -7.455e-07 -1.747e-06  1.880e+00  1.510e-01 -6.185e-01  9.617e-02  1.747e-09  2.717e-10  6.744e-15  4.805e-03  4.793e-03  1.035e-01  3.908e-06  3.722e-06  3.814e-06  4.945e-03  1.506e-02 
 5.950e-09  1.469e+00 -7.546e-07 -1.765e-06  1.880e+00  1.563e-01 -2.085e-01 -1.052e-01  5.889e-10 -2.971e-10  1.569e-15  4.848e-03  4.836e-03  1.035e-01  3.950e-06  3.764e-06  3.856e-06  4.955e-03  1.516e-02 
